 confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Filename
0,0.39,1.1,0,1.69,0,0,0,0,0,0,0.24,0.23,0.63,0,0,0.24,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Training_36611662.csv 
0.875,0.03,0,0,1.2,0.25,1.05,1.15,1.48,0.82,1.72,0.03,0.6,1.07,0,0.9,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,Training_36613837.csv 
0.875,0.69,0.49,0,0.79,0,0,0,0,0.19,0,0,0,0,0,0,0.16,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Training_3665568.csv 
0.925,1.02,1.51,1.58,0,1.4,1.57,1.92,1.64,0,0.94,0.66,0,0.74,0,0.15,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,Training_36658784.csv 
0.925,1.91,0.46,0,0.79,0.42,0,0,0,0,0,0,0,0,0,0.44,0.87,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Training_36696216.csv 
0.925,2.47,0,0.64,0,0,2.25,0,0,0,0,0.33,0,0.16,0,0,0.19,0.19,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,Training_36734653.csv 
0.875,0.59,0,0.14,0,0,0,0,0,0,0,0.17,0,0.25,0,0,0,0.24,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Training_36760738.csv 
0.925,1.85,0,0,0.33,0,0,0,0.75,0.38,0.76,0,0,0.67,0,0.32,0.87,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,Training_36864013.csv 
0,1.06,0,0.95,0.73,0.23,0.76,0.31,0.17,0.15,1.26,0,1.91,2.8,0.04,0.59,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,Training_36896393.csv 
0.875,0.95,0,0,0.9,0,1.54,0,0,0.57,0,0,0,0,0,0,1.28,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,Training_36946276.csv 
0,0,0,0.77,0.65,0,0.76,0.43,0,0,0,0.86,0,0,0.2,0,0.95,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Training_36988013.csv 
0,1.9,1.81,0,2.84,0,0,0,0.05,0.03,0,0,1.78,0.15,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Training_36993633.csv 
0.525,0,0.67,0,1.79,0,0,0,0,0,0,0.6,0.12,0,0,0,0.17,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Training_3723405.csv 
0.975,0,0,0.24,0.08,0,0,0.24,0.62,0.24,0,0.21,0,0,0,0.27,0.38,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,Training_37331811.csv 
0.875,1.35,0.7,0,0.45,0,0,0,0,0,1.35,0.3,0,0,0,0.04,0.29,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Training_3738865.csv 
0.975,0.06,0,2.28,0.78,0.95,0.78,0.27,1.12,0.21,0,0.9,0,0.95,0,0.02,0.22,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Training_37569938.csv 
0.975,0.31,0,0.91,0,0.55,0.92,0,0,0,0.28,0.23,0,0,0,0.11,0.74,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,Training_37589575.csv 
0.875,1.44,0.5,0,0.76,0.15,0,0,0.91,0.88,3.11,0,0.19,0.05,0,0.34,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Training_37744422.csv 
0.875,0.02,0,0.66,0,1.44,2.97,2.54,2.01,0.42,0,0.28,0,0,0,0.76,0.24,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,Training_37747366.csv 
0.875,0.23,0,0.06,0,0,0,0,0,0.59,0,0,0.96,0,0,0,3.49,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,Training_37838494.csv 
0.925,0,0,0.69,0,0,0,0,0.5,1.23,2.61,0,0,0,0,0.64,0.23,0.96,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,Training_37869798.csv 
0.875,0,0,0,0.97,0.45,0.61,1.33,0.71,0,0,0.49,0.76,1.07,0,0,1.37,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,Training_37903884.csv 
0.875,0,0,0.5,0,1.67,3.26,1.71,1.19,0.66,0.23,0.06,0,1.07,0,0.34,0.63,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_37991512.csv 
0.925,0.38,0.75,1.44,1.37,0.57,0.62,1.16,1.74,0,0.27,0.64,1.77,1.93,0,0,0,0.3,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,Training_37995150.csv 
0.925,0.88,0.93,0,0,0.34,1.69,0.02,0.47,1.06,0.28,0,0,0.43,0,0.59,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,Training_38102316.csv 
0,0.1,0,1.65,0,0,0.49,0,0,0,0.53,0,0.06,0,0,0,0,0.61,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Training_38342423.csv 
0.875,0,0,0,0,0,0,0,0,0.06,0.35,0,0,0.4,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Training_38451099.csv 
0.875,1.45,0,0,1.53,0.12,0,0,0.99,0.2,0.79,0.72,1.27,1.86,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,Training_3856769.csv 
0.875,1.05,0.33,0,1.83,0,0,0,0.27,0,0,0.6,0,0,0,0,0.74,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,Training_38618709.csv 
0.975,1.3,0.18,0,0.23,0,0,0,0.56,0,0.76,0.15,0,0,0,0.41,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,Training_38732597.csv 
0.875,0.38,0.06,0.09,0.27,0.11,0,0,0.77,0,0.43,0,0.02,0,0,0,1.09,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,Training_38736356.csv 
0.875,1.02,0.64,0,1.54,0.46,0.67,0.56,0.49,0.43,1.26,0.44,0,1.93,0,0.56,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,Training_3874174.csv 
0.775,0,0,0.77,0,0,0.97,0.37,0.81,0.13,0.23,1.18,0.11,0.8,0,0.24,1.57,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,Training_3874185.csv 
0.875,1.27,0.37,0,2.52,0,0,0,0,0.79,0.09,0,0,0.75,0.15,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Training_38773243.csv 
0,1.09,0,0.61,1.06,0,0,0.15,0.13,0,0.61,0.92,0.79,0.16,0,0.21,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Training_38774334.csv 
0.975,0,0,1.2,0.22,0.48,1.31,0,0.7,0.24,0,0,0,0.04,0,0.11,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Training_38822232.csv 
0.875,0,0.53,0,1.22,0,1.29,0.91,0,0,0,0.65,0,0.24,0,0.09,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Training_38862595.csv 
0,0.58,0.05,0,1.17,0,0,0,0,0,0,0,0,0.36,0,0.11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Training_38887141.csv 
0.975,0,0,1.27,1,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_38888096.csv 
0,0,0,0,0,0.5,0,0,0.33,0.08,0,0.47,0,1.33,0.19,0.31,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,Training_38896683.csv 
0.875,0.11,0.33,0,0.39,0.87,0.25,1.22,0,0.49,0.93,0,0,2.26,0,0,0.21,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Training_38917810.csv 
0.875,1.28,0,0.92,0.06,0,0,0,0,0.1,0.22,0.13,0.07,0.92,0.01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Training_38944715.csv 
0.575,1.09,0.48,0,1.65,0,0,0,0.35,0.55,0.66,0.21,0.16,0.65,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Training_38975894.csv 
0.875,0.6,0.31,0,0,0,0.58,0,0,0,1.83,0.88,0,0,0.47,0.08,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Training_39075843.csv 
0.825,1.6,1.22,0.37,2.16,0,0,0,0.05,0.19,0.68,0.82,0.87,1.55,0,0.05,1.12,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Training_39079700.csv 
0.875,0.32,0,0,0,0,0,0,0,0.43,0,0,1.19,0.53,0,0,2.59,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,Training_39100671.csv 
0.875,0,0,2.25,0,0.26,0,1.22,0.07,0,0.63,1.63,0.15,1.37,0.27,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,Training_39208147.csv 
0.875,2.12,1.5,0,0,0.66,0,0,1.19,0.51,1.36,0,0,0.68,0,0.37,0.06,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Training_39236568.csv 
0.925,0.28,0.16,1.04,0.03,0,0,0,0.1,0,0,0.94,0,0,0,0,0.74,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Training_39312118.csv 
0,0,0,0,0.97,0,0.02,0.28,0,0,0.11,0.13,0,1.2,0,0,1.24,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,Training_39357408.csv 
0.875,0.83,0,1.13,0.25,0,0.55,0,0,0,0,0.08,0,0.39,0,0,0,0.2,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Training_39360062.csv 
0,0.17,0,0.65,1.1,0,1.26,1.13,0,0.11,0,0,0,0.22,0.05,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Training_39625288.csv 
0,1.18,1.36,0,1.55,0,0,0,1.15,0,0,0.39,0.36,1.16,0.08,0.75,0.99,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,Training_39743335.csv 
0.975,1.76,0,0.5,0,0,0.35,0,0.24,0,0,0.67,0,0,0,0.35,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Training_39746801.csv 
0.925,0.02,0.09,0,0,0,0,0,0.55,0.2,0,0,0,0.07,0.08,0.34,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,Training_39754546.csv 
0,2.33,1.15,0,2.29,0.39,0,0.02,0.8,0.63,0,0.67,0.24,0.07,0,0.27,0.32,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,Training_39759737.csv 
0.875,0,0,0.12,0,0.05,1.17,0.57,0,0,0,0.67,0,1.63,0,0,1.37,0.08,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,Training_39964312.csv 
0.875,1.15,0,1.09,0.73,0.68,0,0,1.92,0.59,0,0,0,2.03,0,0.75,1.03,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,Training_39986116.csv 
0.925,1.56,0.66,3.47,1.01,0,0.97,0,0,0,0,0.6,0,0,0,0.35,0.22,0.1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,Training_40108718.csv 
0.825,0.33,0.21,0,1.94,1.01,0,2.09,0,0,0,0.65,0,0.98,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,Training_40224545.csv 
0.925,0.56,0.74,0,0,0,0,0,0,0,0,0.11,0,0.56,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Training_40226803.csv 
0.875,0.78,0.23,1.13,0,1.59,2.03,0.88,1.89,1.7,2.32,0.02,0.21,0.65,0,1.42,0.87,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,Training_40227225.csv 
0.875,1.86,1.52,0,2.32,0,0,0,0,0,0,0.41,0,1.04,0.19,0.04,0.88,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Training_4023012.csv 
0.775,0.86,0.61,0.03,0.49,0.95,0.63,0,0,0,0,0,1.52,1.93,0.24,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,Training_40316856.csv 
0.025,0.86,0.02,0.09,1.44,0,0,0,0.62,0,1.19,1.26,0.34,0.58,0,0,0.47,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,Training_40388327.csv 
0,1.43,0,0,1.96,0,0,0.36,0.83,0,0.9,0.05,0.13,0.44,0,0.45,0.72,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Training_40392654.csv 
0,1.34,0.71,0,1.33,0.29,0,0,0.81,0.38,1.61,0.89,1.16,0.43,0,0.36,0.24,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,Training_40413095.csv 
0.025,0.91,0.49,0.44,1,0,0,0,0,0,1,0.21,0,0,0,0.26,0,0.03,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Training_4044006.csv 
0,0.55,0,0.26,0,0,0,0,0,0,0.16,1.02,0,0.27,0,0.1,1.89,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Training_40450415.csv 
0.925,1.44,1.16,0,3.13,0,0,0.24,2.29,0.17,0,0.83,0.19,1.27,0.1,0.77,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,Training_40468284.csv 
0.875,1.29,1.05,0,1.48,0,0,0,1.98,0,0,0,2.06,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,Training_40605260.csv 
0.875,1.3,0.34,0.82,2.39,0.14,0,0.41,1.53,0.75,1.77,0.44,1.62,1.01,0.21,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,Training_40608044.csv 
0.925,1.4,0.13,0,0.39,0,0,0,0,0,0,0,0,0.06,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Training_40713618.csv 
0.875,0.16,0,1.42,0,0.94,0.5,0.8,0.13,0.77,0.86,0.83,0,0,0,0.63,1.44,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,Training_40723998.csv 
0.875,0,0,0.45,0.23,0,0,0.09,0,0,0,0.27,0,0.25,0,0,0,0.28,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Training_40792762.csv 
0.875,0,0,1.76,0.78,1.65,0.92,1.14,1.72,1.22,1.36,1.21,0.05,0.38,0,0.49,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,Training_40800115.csv 
0,1.42,0.54,0,2.33,0,0,0,0,0.67,0,0.08,1.06,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,Training_40841540.csv 
0.525,1.98,1.77,0,2.5,0,0,0,0,0.57,0,0.21,0.99,1.59,0.68,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Training_40874038.csv 
0,0,0,0,0.6,0.3,1.45,0.41,0,0,0,0.4,0.47,0,0,0.03,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,Training_40900764.csv 
0.875,0.77,0.32,0.38,0.64,0.88,1.85,0.45,0,0,0,0,0,0.56,0.07,0,0.45,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,Training_40903603.csv 
0.875,1.44,0.11,0.68,0,0.13,0.99,0.55,0,0,0.78,0,0,1.37,0.1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,Training_40931156.csv 
0.975,0,0,0,0,0,0,0,0,0,1.79,0,0,1.13,0,0.69,0.51,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,Training_40932157.csv 
0.875,1.17,0.18,0,0.35,0,0,0,0,0.52,0,0,0,0.93,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_40974454.csv 
0.875,0.01,0.06,1.46,0.26,0.4,0.73,0,0,0.3,0.08,0.9,0,0.09,0,0.56,1.41,0.74,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,Training_41005823.csv 
0,1.32,0.66,0,2.6,0.44,0,0.14,1.1,0,0,0.95,0.15,0.35,0,0.57,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,Training_41052937.csv 
0.875,0.94,0,0.22,0.72,0.22,2.48,0,0,0,0,0.78,0,0.51,0.13,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,Training_41136018.csv 
0,0,0.06,0.27,3.55,1.47,2.69,0.75,0,0.42,0,0.33,0,1.99,0.17,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,Training_41155688.csv 
0.475,1.19,0.12,2.03,0.83,0.47,0,0.67,1.59,0,0.84,0.97,1.45,1.15,0.06,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,Training_41182158.csv 
0.875,1.15,0,0.66,0.34,0.48,3.5,0.53,0,0,0,0.09,0,1.11,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,Training_41201040.csv 
0,1.16,0,0,0,0.7,0,0,0.44,1.12,0.19,0,0.89,0.46,0.32,0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Training_41285448.csv 
0.875,0,0,0.88,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Training_41329223.csv 
0.875,0,0,0.78,1.29,0.97,1.34,1.66,0.63,0.66,1.11,0.27,0,0.86,0,0.28,1.61,0.87,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_41379949.csv 
0.875,1.06,1.02,0,2.37,0,0,0,0,0.64,0,0,0,0.13,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training_41514601.csv 
0,0.27,0.13,0,0,0,0,0,0,0,1.35,0.5,0.54,2.71,0,0.74,2.17,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,Training_41571191.csv 
0.875,0,0,0,0,0.29,0.09,0,0.19,0.79,1.07,0.34,0.2,0.48,0,0,1.05,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,Training_41627781.csv 
0.075,0,0,0,0,0.68,0,0.33,1.02,0.31,0,0.83,0,0,0,0,0.94,0.25,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Training_41655166.csv 
0.925,1.24,0,0.86,0,1.26,1.85,0.57,0.67,0.38,1.05,0.44,0,1,0,0.66,1.39,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_41669141.csv 
0,0.44,0,0,1.52,0,0.8,0.8,1.37,0.23,0.9,0.69,0.36,0.86,0,0.08,1.95,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,Training_41674916.csv 
0,0.89,0,0,0,0.31,0.59,0,0.59,1.2,0,0.03,0.65,0.83,0.5,1.2,2.16,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,Training_41694221.csv 
0.925,1.6,0,0.8,0,0,1.09,0,0,0,0.15,0.04,0,0,0.11,0,0,0.65,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,Training_41718786.csv 
0.875,0.63,0.2,0,2.97,0,0,0,0,0,0,0.55,0,1.58,0,0,0.1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Training_41728519.csv 
0.875,0.54,0,0,0.05,0,0,0,0,0,0.37,0.36,0,0,1.19,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Training_41788244.csv 
0,0,0.34,0,0,0,0,0,0,0,0.1,0,0,2.19,0.16,0,2.04,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Training_41788550.csv 
0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_42024931.csv 
0.875,0,0,0,1.71,0,0,0,0.74,0,0.51,0.4,0.73,1.53,0.22,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,Training_42037605.csv 
0.975,1.88,0,0,0.78,0.31,0.42,0,0,0.99,2.18,0,0,0.59,0,0.75,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,Training_42039488.csv 
0.875,0.93,0.52,0.17,1.06,0,0,0,0.37,0,0.12,1.07,0,0,0,0,0,0.46,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Training_42080038.csv 
0,1.73,0.29,0.8,1.14,0,0,0,0,0.45,0,0.08,0,1.36,0,0.07,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Training_42117120.csv 
0.875,0.99,0.34,0.26,0,0.98,1.64,0.72,1.97,0.79,1.1,0.28,0.11,0.6,0,0.98,0,0.13,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_42198912.csv 
0.825,0.34,0,1,0,0,0.07,0,0,0,0,0,0,0.45,0,0.39,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,Training_4223314.csv 
0,0,0,0.04,0,0.68,3,0,0,0,1.1,0.07,1.37,0,0,0,1.85,0.24,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,Training_42262556.csv 
0.875,0.29,0.06,0.28,0.5,0,0.71,0,0,0,0,0,0,0.73,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Training_42295808.csv 
0,0.08,0,0.76,0,0,1.49,0,1.02,0,4.09,3.46,0,0,1.94,0.01,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,Training_42299700.csv 
0.875,0,0,0.53,0,0,0,0,0,0.47,1.01,0.15,0,0,0.04,0.23,0.48,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Training_42312801.csv 
0.875,0,0,0,0,0,0.41,0.05,0,0,0,0,0,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Training_4233458.csv 
0.875,0.49,0,0.8,0.64,0,0,0,0.37,0.08,0,0,0.38,0,0.17,0,0.24,0.13,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,Training_42334589.csv 
0.875,1.3,1.61,0,2.04,0.08,0,0,0,0.18,0.97,0.67,0,0,0,0,0.5,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Training_42339464.csv 
0.025,0.07,0.06,0,0.51,1.82,1.59,1.87,1.01,0.65,0,0.46,0,1.43,0,0.13,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,Training_42347407.csv 
0.875,1.02,0.65,0,3.09,0.32,0.75,0,1.95,0.55,0.58,0.54,0.24,0.07,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Training_42465540.csv 
0,0.17,0,0,0,0.84,1.03,0,0.16,1.51,0,0.05,0,0,0,0.66,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,Training_42473007.csv 
0.875,0,0,0,0.9,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,Training_42504090.csv 
0.875,1.67,0.33,0,2.21,0,0,0,1.25,0,0,0.78,0.51,1.07,0.03,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,Training_42531124.csv 
0.875,0,0,0.47,0,0,0,0,0,0,1.02,0,0,0.01,0,0.07,0.21,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_4255842.csv 
0.875,0,0,0.99,0.38,0.63,0.85,1.68,2.44,0.47,1.27,0.88,0.16,1,0,0.71,0.12,0.39,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,Training_42558552.csv 
0,0.87,0.19,0,2.06,0,0.22,0,1.17,0.71,1.35,0.43,0.82,1.35,0,0.45,0,0.31,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,Training_42593953.csv 
0.875,2.61,1.08,0.99,1.8,0,0,0,0,0,0.49,0.22,0,0.57,0,0.03,1.42,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,Training_42660486.csv 
0.875,0,0,0.08,2.01,0,0,0.14,1.03,0,0,0.2,0,0.39,0.13,0,0.2,0.05,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,Training_42761363.csv 
0.875,1.09,0,0.08,2.42,0.5,0.32,0,0,0.63,0,1.04,0,1,0,0.55,0.93,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,Training_4285241.csv 
0,0.69,0,0,1.4,0,0,0,0,0,1.7,0,0.41,0.07,0.31,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,Training_42911068.csv 
0.875,0,0,1.45,0,0,2.14,1.05,0.56,0,0,0.3,0,0.97,0,0,0.19,0.57,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,Training_42935360.csv 
0,0,0.09,0,0.66,0,0,0,0,0.16,0,0,0.12,0,0,0.01,0,0.94,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Training_42955258.csv 
0.975,0,0,0.89,0.08,0,0,0.46,0,0,0,1.18,0,0.2,0.42,0,0,0.92,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,Training_42975762.csv 
0.875,0.57,0,0.01,0.83,0,0,0,0,0.78,1.25,0.34,0,0.52,0.19,0.29,0,0.17,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Training_43025256.csv 
0.875,0,0,0,0,0,0.89,0,0,0.12,0,0,0,0.98,0,0.02,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Training_43101242.csv 
0.875,0.5,0,0.89,1.54,0.21,1.1,0,0.45,0,0.69,0.21,2.06,2.28,0.15,0.49,0.9,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,Training_43101704.csv 
0.925,0.78,0.1,0,0.32,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Training_43230822.csv 
